	name	description	page
1171	mlucifugus_homolog_goc_score	Microbat Gene-order conservation score	homologs
1172	mlucifugus_homolog_wga_coverage	Microbat Whole-genome alignment coverage	homologs
1173	mlucifugus_homolog_dn	dN with Microbat	homologs
1174	mlucifugus_homolog_ds	dS with Microbat	homologs
1175	mlucifugus_homolog_orthology_confidence	Microbat orthology confidence [0 low, 1 high]	homologs
1176	mmusculus_homolog_ensembl_gene	Mouse gene stable ID	homologs
1177	mmusculus_homolog_associated_gene_name	Mouse gene name	homologs
1178	mmusculus_homolog_ensembl_peptide	Mouse protein or transcript stable ID	homologs
1179	mmusculus_homolog_chromosome	Mouse chromosome/scaffold name	homologs
1180	mmusculus_homolog_chrom_start	Mouse chromosome/scaffold start (bp)	homologs
1181	mmusculus_homolog_chrom_end	Mouse chromosome/scaffold end (bp)	homologs
1182	mmusculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1183	mmusculus_homolog_subtype	Last common ancestor with Mouse	homologs
1184	mmusculus_homolog_orthology_type	Mouse homology type	homologs
1185	mmusculus_homolog_perc_id	%id. target Mouse gene identical to query gene	homologs
1186	mmusculus_homolog_perc_id_r1	%id. query gene identical to target Mouse gene	homologs
1187	mmusculus_homolog_goc_score	Mouse Gene-order conservation score	homologs
1188	mmusculus_homolog_wga_coverage	Mouse Whole-genome alignment coverage	homologs
1189	mmusculus_homolog_dn	dN with Mouse	homologs
1190	mmusculus_homolog_ds	dS with Mouse	homologs
1191	mmusculus_homolog_orthology_confidence	Mouse orthology confidence [0 low, 1 high]	homologs
1192	mmurinus_homolog_ensembl_gene	Mouse Lemur gene stable ID	homologs
1193	mmurinus_homolog_associated_gene_name	Mouse Lemur gene name	homologs
1194	mmurinus_homolog_ensembl_peptide	Mouse Lemur protein or transcript stable ID	homologs
1195	mmurinus_homolog_chromosome	Mouse Lemur chromosome/scaffold name	homologs
1196	mmurinus_homolog_chrom_start	Mouse Lemur chromosome/scaffold start (bp)	homologs
1197	mmurinus_homolog_chrom_end	Mouse Lemur chromosome/scaffold end (bp)	homologs
1198	mmurinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1199	mmurinus_homolog_subtype	Last common ancestor with Mouse Lemur	homologs
1200	mmurinus_homolog_orthology_type	Mouse Lemur homology type	homologs
1201	mmurinus_homolog_perc_id	%id. target Mouse Lemur gene identical to query gene	homologs
1202	mmurinus_homolog_perc_id_r1	%id. query gene identical to target Mouse Lemur gene	homologs
1203	mmurinus_homolog_goc_score	Mouse Lemur Gene-order conservation score	homologs
1204	mmurinus_homolog_wga_coverage	Mouse Lemur Whole-genome alignment coverage	homologs
1205	mmurinus_homolog_dn	dN with Mouse Lemur	homologs
1206	mmurinus_homolog_ds	dS with Mouse Lemur	homologs
1207	mmurinus_homolog_orthology_confidence	Mouse Lemur orthology confidence [0 low, 1 high]	homologs
1208	hfemale_homolog_ensembl_gene	Naked mole-rat female gene stable ID	homologs
1209	hfemale_homolog_associated_gene_name	Naked mole-rat female gene name	homologs
1210	hfemale_homolog_ensembl_peptide	Naked mole-rat female protein or transcript stable ID	homologs
1211	hfemale_homolog_chromosome	Naked mole-rat female chromosome/scaffold name	homologs
1212	hfemale_homolog_chrom_start	Naked mole-rat female chromosome/scaffold start (bp)	homologs
1213	hfemale_homolog_chrom_end	Naked mole-rat female chromosome/scaffold end (bp)	homologs
1214	hfemale_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1215	hfemale_homolog_subtype	Last common ancestor with Naked mole-rat female	homologs
1216	hfemale_homolog_orthology_type	Naked mole-rat female homology type	homologs
1217	hfemale_homolog_perc_id	%id. target Naked mole-rat female gene identical to query gene	homologs
1218	hfemale_homolog_perc_id_r1	%id. query gene identical to target Naked mole-rat female gene	homologs
1219	hfemale_homolog_goc_score	Naked mole-rat female Gene-order conservation score	homologs
1220	hfemale_homolog_wga_coverage	Naked mole-rat female Whole-genome alignment coverage	homologs
1221	hfemale_homolog_dn	dN with Naked mole-rat female	homologs
1222	hfemale_homolog_ds	dS with Naked mole-rat female	homologs
1223	hfemale_homolog_orthology_confidence	Naked mole-rat female orthology confidence [0 low, 1 high]	homologs
1224	hmale_homolog_ensembl_gene	Naked mole-rat male gene stable ID	homologs
1225	hmale_homolog_associated_gene_name	Naked mole-rat male gene name	homologs
1226	hmale_homolog_ensembl_peptide	Naked mole-rat male protein or transcript stable ID	homologs
1227	hmale_homolog_chromosome	Naked mole-rat male chromosome/scaffold name	homologs
1228	hmale_homolog_chrom_start	Naked mole-rat male chromosome/scaffold start (bp)	homologs
1229	hmale_homolog_chrom_end	Naked mole-rat male chromosome/scaffold end (bp)	homologs
1230	hmale_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1231	hmale_homolog_subtype	Last common ancestor with Naked mole-rat male	homologs
1232	hmale_homolog_orthology_type	Naked mole-rat male homology type	homologs
1233	hmale_homolog_perc_id	%id. target Naked mole-rat male gene identical to query gene	homologs
1234	hmale_homolog_perc_id_r1	%id. query gene identical to target Naked mole-rat male gene	homologs
1235	hmale_homolog_goc_score	Naked mole-rat male Gene-order conservation score	homologs
1236	hmale_homolog_wga_coverage	Naked mole-rat male Whole-genome alignment coverage	homologs
1237	hmale_homolog_dn	dN with Naked mole-rat male	homologs
1238	hmale_homolog_ds	dS with Naked mole-rat male	homologs
1239	hmale_homolog_orthology_confidence	Naked mole-rat male orthology confidence [0 low, 1 high]	homologs
1240	pbairdii_homolog_ensembl_gene	Northern American deer mouse gene stable ID	homologs
1241	pbairdii_homolog_associated_gene_name	Northern American deer mouse gene name	homologs
1242	pbairdii_homolog_ensembl_peptide	Northern American deer mouse protein or transcript stable ID	homologs
1243	pbairdii_homolog_chromosome	Northern American deer mouse chromosome/scaffold name	homologs
1244	pbairdii_homolog_chrom_start	Northern American deer mouse chromosome/scaffold start (bp)	homologs
1245	pbairdii_homolog_chrom_end	Northern American deer mouse chromosome/scaffold end (bp)	homologs
1246	pbairdii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1247	pbairdii_homolog_subtype	Last common ancestor with Northern American deer mouse	homologs
1248	pbairdii_homolog_orthology_type	Northern American deer mouse homology type	homologs
1249	pbairdii_homolog_perc_id	%id. target Northern American deer mouse gene identical to query gene	homologs
1250	pbairdii_homolog_perc_id_r1	%id. query gene identical to target Northern American deer mouse gene	homologs
1251	pbairdii_homolog_goc_score	Northern American deer mouse Gene-order conservation score	homologs
1252	pbairdii_homolog_wga_coverage	Northern American deer mouse Whole-genome alignment coverage	homologs
1253	pbairdii_homolog_dn	dN with Northern American deer mouse	homologs
1254	pbairdii_homolog_ds	dS with Northern American deer mouse	homologs
1255	pbairdii_homolog_orthology_confidence	Northern American deer mouse orthology confidence [0 low, 1 high]	homologs
1256	panubis_homolog_ensembl_gene	Olive baboon gene stable ID	homologs
1257	panubis_homolog_associated_gene_name	Olive baboon gene name	homologs
1258	panubis_homolog_ensembl_peptide	Olive baboon protein or transcript stable ID	homologs
1259	panubis_homolog_chromosome	Olive baboon chromosome/scaffold name	homologs
1260	panubis_homolog_chrom_start	Olive baboon chromosome/scaffold start (bp)	homologs
1261	panubis_homolog_chrom_end	Olive baboon chromosome/scaffold end (bp)	homologs
1262	panubis_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1263	panubis_homolog_subtype	Last common ancestor with Olive baboon	homologs
1264	panubis_homolog_orthology_type	Olive baboon homology type	homologs
1265	panubis_homolog_perc_id	%id. target Olive baboon gene identical to query gene	homologs
1266	panubis_homolog_perc_id_r1	%id. query gene identical to target Olive baboon gene	homologs
1267	panubis_homolog_goc_score	Olive baboon Gene-order conservation score	homologs
1268	panubis_homolog_wga_coverage	Olive baboon Whole-genome alignment coverage	homologs
1269	panubis_homolog_dn	dN with Olive baboon	homologs
1270	panubis_homolog_ds	dS with Olive baboon	homologs
1271	panubis_homolog_orthology_confidence	Olive baboon orthology confidence [0 low, 1 high]	homologs
1272	mdomestica_homolog_ensembl_gene	Opossum gene stable ID	homologs
1273	mdomestica_homolog_associated_gene_name	Opossum gene name	homologs
1274	mdomestica_homolog_ensembl_peptide	Opossum protein or transcript stable ID	homologs
1275	mdomestica_homolog_chromosome	Opossum chromosome/scaffold name	homologs
1276	mdomestica_homolog_chrom_start	Opossum chromosome/scaffold start (bp)	homologs
1277	mdomestica_homolog_chrom_end	Opossum chromosome/scaffold end (bp)	homologs
1278	mdomestica_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1279	mdomestica_homolog_subtype	Last common ancestor with Opossum	homologs
1280	mdomestica_homolog_orthology_type	Opossum homology type	homologs
1281	mdomestica_homolog_perc_id	%id. target Opossum gene identical to query gene	homologs
1282	mdomestica_homolog_perc_id_r1	%id. query gene identical to target Opossum gene	homologs
1283	mdomestica_homolog_goc_score	Opossum Gene-order conservation score	homologs
1284	mdomestica_homolog_wga_coverage	Opossum Whole-genome alignment coverage	homologs
1285	mdomestica_homolog_dn	dN with Opossum	homologs
1286	mdomestica_homolog_ds	dS with Opossum	homologs
1287	mdomestica_homolog_orthology_confidence	Opossum orthology confidence [0 low, 1 high]	homologs
1288	pabelii_homolog_ensembl_gene	Orangutan gene stable ID	homologs
1289	pabelii_homolog_associated_gene_name	Orangutan gene name	homologs
1290	pabelii_homolog_ensembl_peptide	Orangutan protein or transcript stable ID	homologs
1291	pabelii_homolog_chromosome	Orangutan chromosome/scaffold name	homologs
1292	pabelii_homolog_chrom_start	Orangutan chromosome/scaffold start (bp)	homologs
1293	pabelii_homolog_chrom_end	Orangutan chromosome/scaffold end (bp)	homologs
1294	pabelii_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1295	pabelii_homolog_subtype	Last common ancestor with Orangutan	homologs
1296	pabelii_homolog_orthology_type	Orangutan homology type	homologs
1297	pabelii_homolog_perc_id	%id. target Orangutan gene identical to query gene	homologs
1298	pabelii_homolog_perc_id_r1	%id. query gene identical to target Orangutan gene	homologs
1299	pabelii_homolog_goc_score	Orangutan Gene-order conservation score	homologs
1300	pabelii_homolog_wga_coverage	Orangutan Whole-genome alignment coverage	homologs
1301	pabelii_homolog_dn	dN with Orangutan	homologs
1302	pabelii_homolog_ds	dS with Orangutan	homologs
1303	pabelii_homolog_orthology_confidence	Orangutan orthology confidence [0 low, 1 high]	homologs
1304	amelanoleuca_homolog_ensembl_gene	Panda gene stable ID	homologs
1305	amelanoleuca_homolog_associated_gene_name	Panda gene name	homologs
1306	amelanoleuca_homolog_ensembl_peptide	Panda protein or transcript stable ID	homologs
1307	amelanoleuca_homolog_chromosome	Panda chromosome/scaffold name	homologs
1308	amelanoleuca_homolog_chrom_start	Panda chromosome/scaffold start (bp)	homologs
1309	amelanoleuca_homolog_chrom_end	Panda chromosome/scaffold end (bp)	homologs
1310	amelanoleuca_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1311	amelanoleuca_homolog_subtype	Last common ancestor with Panda	homologs
1312	amelanoleuca_homolog_orthology_type	Panda homology type	homologs
1313	amelanoleuca_homolog_perc_id	%id. target Panda gene identical to query gene	homologs
1314	amelanoleuca_homolog_perc_id_r1	%id. query gene identical to target Panda gene	homologs
1315	amelanoleuca_homolog_goc_score	Panda Gene-order conservation score	homologs
1316	amelanoleuca_homolog_wga_coverage	Panda Whole-genome alignment coverage	homologs
1317	amelanoleuca_homolog_dn	dN with Panda	homologs
1318	amelanoleuca_homolog_ds	dS with Panda	homologs
1319	amelanoleuca_homolog_orthology_confidence	Panda orthology confidence [0 low, 1 high]	homologs
1320	sscrofa_homolog_ensembl_gene	Pig gene stable ID	homologs
1321	sscrofa_homolog_associated_gene_name	Pig gene name	homologs
1322	sscrofa_homolog_ensembl_peptide	Pig protein or transcript stable ID	homologs
1323	sscrofa_homolog_chromosome	Pig chromosome/scaffold name	homologs
1324	sscrofa_homolog_chrom_start	Pig chromosome/scaffold start (bp)	homologs
1325	sscrofa_homolog_chrom_end	Pig chromosome/scaffold end (bp)	homologs
1326	sscrofa_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1327	sscrofa_homolog_subtype	Last common ancestor with Pig	homologs
1328	sscrofa_homolog_orthology_type	Pig homology type	homologs
1329	sscrofa_homolog_perc_id	%id. target Pig gene identical to query gene	homologs
1330	sscrofa_homolog_perc_id_r1	%id. query gene identical to target Pig gene	homologs
1331	sscrofa_homolog_goc_score	Pig Gene-order conservation score	homologs
1332	sscrofa_homolog_wga_coverage	Pig Whole-genome alignment coverage	homologs
1333	sscrofa_homolog_dn	dN with Pig	homologs
1334	sscrofa_homolog_ds	dS with Pig	homologs
1335	sscrofa_homolog_orthology_confidence	Pig orthology confidence [0 low, 1 high]	homologs
1336	mnemestrina_homolog_ensembl_gene	Pig-tailed macaque gene stable ID	homologs
1337	mnemestrina_homolog_associated_gene_name	Pig-tailed macaque gene name	homologs
1338	mnemestrina_homolog_ensembl_peptide	Pig-tailed macaque protein or transcript stable ID	homologs
1339	mnemestrina_homolog_chromosome	Pig-tailed macaque chromosome/scaffold name	homologs
1340	mnemestrina_homolog_chrom_start	Pig-tailed macaque chromosome/scaffold start (bp)	homologs
1341	mnemestrina_homolog_chrom_end	Pig-tailed macaque chromosome/scaffold end (bp)	homologs
1342	mnemestrina_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1343	mnemestrina_homolog_subtype	Last common ancestor with Pig-tailed macaque	homologs
1344	mnemestrina_homolog_orthology_type	Pig-tailed macaque homology type	homologs
1345	mnemestrina_homolog_perc_id	%id. target Pig-tailed macaque gene identical to query gene	homologs
1346	mnemestrina_homolog_perc_id_r1	%id. query gene identical to target Pig-tailed macaque gene	homologs
1347	mnemestrina_homolog_goc_score	Pig-tailed macaque Gene-order conservation score	homologs
1348	mnemestrina_homolog_wga_coverage	Pig-tailed macaque Whole-genome alignment coverage	homologs
1349	mnemestrina_homolog_dn	dN with Pig-tailed macaque	homologs
1350	mnemestrina_homolog_ds	dS with Pig-tailed macaque	homologs
1351	mnemestrina_homolog_orthology_confidence	Pig-tailed macaque orthology confidence [0 low, 1 high]	homologs
1352	oprinceps_homolog_ensembl_gene	Pika gene stable ID	homologs
1353	oprinceps_homolog_associated_gene_name	Pika gene name	homologs
1354	oprinceps_homolog_ensembl_peptide	Pika protein or transcript stable ID	homologs
1355	oprinceps_homolog_chromosome	Pika chromosome/scaffold name	homologs
1356	oprinceps_homolog_chrom_start	Pika chromosome/scaffold start (bp)	homologs
1357	oprinceps_homolog_chrom_end	Pika chromosome/scaffold end (bp)	homologs
1358	oprinceps_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1359	oprinceps_homolog_subtype	Last common ancestor with Pika	homologs
1360	oprinceps_homolog_orthology_type	Pika homology type	homologs
1361	oprinceps_homolog_perc_id	%id. target Pika gene identical to query gene	homologs
1362	oprinceps_homolog_perc_id_r1	%id. query gene identical to target Pika gene	homologs
1363	oprinceps_homolog_goc_score	Pika Gene-order conservation score	homologs
1364	oprinceps_homolog_wga_coverage	Pika Whole-genome alignment coverage	homologs
1365	oprinceps_homolog_dn	dN with Pika	homologs
1366	oprinceps_homolog_ds	dS with Pika	homologs
1367	oprinceps_homolog_orthology_confidence	Pika orthology confidence [0 low, 1 high]	homologs
1368	xmaculatus_homolog_ensembl_gene	Platyfish gene stable ID	homologs
1369	xmaculatus_homolog_associated_gene_name	Platyfish gene name	homologs
1370	xmaculatus_homolog_ensembl_peptide	Platyfish protein or transcript stable ID	homologs
1371	xmaculatus_homolog_chromosome	Platyfish chromosome/scaffold name	homologs
1372	xmaculatus_homolog_chrom_start	Platyfish chromosome/scaffold start (bp)	homologs
1373	xmaculatus_homolog_chrom_end	Platyfish chromosome/scaffold end (bp)	homologs
1374	xmaculatus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1375	xmaculatus_homolog_subtype	Last common ancestor with Platyfish	homologs
1376	xmaculatus_homolog_orthology_type	Platyfish homology type	homologs
1377	xmaculatus_homolog_perc_id	%id. target Platyfish gene identical to query gene	homologs
1378	xmaculatus_homolog_perc_id_r1	%id. query gene identical to target Platyfish gene	homologs
1379	xmaculatus_homolog_goc_score	Platyfish Gene-order conservation score	homologs
1380	xmaculatus_homolog_wga_coverage	Platyfish Whole-genome alignment coverage	homologs
1381	xmaculatus_homolog_dn	dN with Platyfish	homologs
1382	xmaculatus_homolog_ds	dS with Platyfish	homologs
1383	xmaculatus_homolog_orthology_confidence	Platyfish orthology confidence [0 low, 1 high]	homologs
1384	oanatinus_homolog_ensembl_gene	Platypus gene stable ID	homologs
1385	oanatinus_homolog_associated_gene_name	Platypus gene name	homologs
1386	oanatinus_homolog_ensembl_peptide	Platypus protein or transcript stable ID	homologs
1387	oanatinus_homolog_chromosome	Platypus chromosome/scaffold name	homologs
1388	oanatinus_homolog_chrom_start	Platypus chromosome/scaffold start (bp)	homologs
1389	oanatinus_homolog_chrom_end	Platypus chromosome/scaffold end (bp)	homologs
1390	oanatinus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1391	oanatinus_homolog_subtype	Last common ancestor with Platypus	homologs
1392	oanatinus_homolog_orthology_type	Platypus homology type	homologs
1393	oanatinus_homolog_perc_id	%id. target Platypus gene identical to query gene	homologs
1394	oanatinus_homolog_perc_id_r1	%id. query gene identical to target Platypus gene	homologs
1395	oanatinus_homolog_goc_score	Platypus Gene-order conservation score	homologs
1396	oanatinus_homolog_wga_coverage	Platypus Whole-genome alignment coverage	homologs
1397	oanatinus_homolog_dn	dN with Platypus	homologs
1398	oanatinus_homolog_ds	dS with Platypus	homologs
1399	oanatinus_homolog_orthology_confidence	Platypus orthology confidence [0 low, 1 high]	homologs
1400	mochrogaster_homolog_ensembl_gene	Prairie vole gene stable ID	homologs
1401	mochrogaster_homolog_associated_gene_name	Prairie vole gene name	homologs
1402	mochrogaster_homolog_ensembl_peptide	Prairie vole protein or transcript stable ID	homologs
1403	mochrogaster_homolog_chromosome	Prairie vole chromosome/scaffold name	homologs
1404	mochrogaster_homolog_chrom_start	Prairie vole chromosome/scaffold start (bp)	homologs
1405	mochrogaster_homolog_chrom_end	Prairie vole chromosome/scaffold end (bp)	homologs
1406	mochrogaster_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1407	mochrogaster_homolog_subtype	Last common ancestor with Prairie vole	homologs
1408	mochrogaster_homolog_orthology_type	Prairie vole homology type	homologs
1409	mochrogaster_homolog_perc_id	%id. target Prairie vole gene identical to query gene	homologs
1410	mochrogaster_homolog_perc_id_r1	%id. query gene identical to target Prairie vole gene	homologs
1411	mochrogaster_homolog_goc_score	Prairie vole Gene-order conservation score	homologs
1412	mochrogaster_homolog_wga_coverage	Prairie vole Whole-genome alignment coverage	homologs
1413	mochrogaster_homolog_dn	dN with Prairie vole	homologs
1414	mochrogaster_homolog_ds	dS with Prairie vole	homologs
1415	mochrogaster_homolog_orthology_confidence	Prairie vole orthology confidence [0 low, 1 high]	homologs
1416	ocuniculus_homolog_ensembl_gene	Rabbit gene stable ID	homologs
1417	ocuniculus_homolog_associated_gene_name	Rabbit gene name	homologs
1418	ocuniculus_homolog_ensembl_peptide	Rabbit protein or transcript stable ID	homologs
1419	ocuniculus_homolog_chromosome	Rabbit chromosome/scaffold name	homologs
1420	ocuniculus_homolog_chrom_start	Rabbit chromosome/scaffold start (bp)	homologs
1421	ocuniculus_homolog_chrom_end	Rabbit chromosome/scaffold end (bp)	homologs
1422	ocuniculus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1423	ocuniculus_homolog_subtype	Last common ancestor with Rabbit	homologs
1424	ocuniculus_homolog_orthology_type	Rabbit homology type	homologs
1425	ocuniculus_homolog_perc_id	%id. target Rabbit gene identical to query gene	homologs
1426	ocuniculus_homolog_perc_id_r1	%id. query gene identical to target Rabbit gene	homologs
1427	ocuniculus_homolog_goc_score	Rabbit Gene-order conservation score	homologs
1428	ocuniculus_homolog_wga_coverage	Rabbit Whole-genome alignment coverage	homologs
1429	ocuniculus_homolog_dn	dN with Rabbit	homologs
1430	ocuniculus_homolog_ds	dS with Rabbit	homologs
1431	ocuniculus_homolog_orthology_confidence	Rabbit orthology confidence [0 low, 1 high]	homologs
1432	rnorvegicus_homolog_ensembl_gene	Rat gene stable ID	homologs
1433	rnorvegicus_homolog_associated_gene_name	Rat gene name	homologs
1434	rnorvegicus_homolog_ensembl_peptide	Rat protein or transcript stable ID	homologs
1435	rnorvegicus_homolog_chromosome	Rat chromosome/scaffold name	homologs
1436	rnorvegicus_homolog_chrom_start	Rat chromosome/scaffold start (bp)	homologs
1437	rnorvegicus_homolog_chrom_end	Rat chromosome/scaffold end (bp)	homologs
1438	rnorvegicus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1439	rnorvegicus_homolog_subtype	Last common ancestor with Rat	homologs
1440	rnorvegicus_homolog_orthology_type	Rat homology type	homologs
1441	rnorvegicus_homolog_perc_id	%id. target Rat gene identical to query gene	homologs
1442	rnorvegicus_homolog_perc_id_r1	%id. query gene identical to target Rat gene	homologs
1443	rnorvegicus_homolog_goc_score	Rat Gene-order conservation score	homologs
1444	rnorvegicus_homolog_wga_coverage	Rat Whole-genome alignment coverage	homologs
1445	rnorvegicus_homolog_dn	dN with Rat	homologs
1446	rnorvegicus_homolog_ds	dS with Rat	homologs
1447	rnorvegicus_homolog_orthology_confidence	Rat orthology confidence [0 low, 1 high]	homologs
1448	mcaroli_homolog_ensembl_gene	Ryukyu mouse gene stable ID	homologs
1449	mcaroli_homolog_associated_gene_name	Ryukyu mouse gene name	homologs
1450	mcaroli_homolog_ensembl_peptide	Ryukyu mouse protein or transcript stable ID	homologs
1451	mcaroli_homolog_chromosome	Ryukyu mouse chromosome/scaffold name	homologs
1452	mcaroli_homolog_chrom_start	Ryukyu mouse chromosome/scaffold start (bp)	homologs
1453	mcaroli_homolog_chrom_end	Ryukyu mouse chromosome/scaffold end (bp)	homologs
1454	mcaroli_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1455	mcaroli_homolog_subtype	Last common ancestor with Ryukyu mouse	homologs
1456	mcaroli_homolog_orthology_type	Ryukyu mouse homology type	homologs
1457	mcaroli_homolog_perc_id	%id. target Ryukyu mouse gene identical to query gene	homologs
1458	mcaroli_homolog_perc_id_r1	%id. query gene identical to target Ryukyu mouse gene	homologs
1459	mcaroli_homolog_goc_score	Ryukyu mouse Gene-order conservation score	homologs
1460	mcaroli_homolog_wga_coverage	Ryukyu mouse Whole-genome alignment coverage	homologs
1461	mcaroli_homolog_dn	dN with Ryukyu mouse	homologs
1462	mcaroli_homolog_ds	dS with Ryukyu mouse	homologs
1463	mcaroli_homolog_orthology_confidence	Ryukyu mouse orthology confidence [0 low, 1 high]	homologs
1464	scerevisiae_homolog_ensembl_gene	Saccharomyces cerevisiae gene stable ID	homologs
1465	scerevisiae_homolog_associated_gene_name	Saccharomyces cerevisiae gene name	homologs
1466	scerevisiae_homolog_ensembl_peptide	Saccharomyces cerevisiae protein or transcript stable ID	homologs
1467	scerevisiae_homolog_chromosome	Saccharomyces cerevisiae chromosome/scaffold name	homologs
1468	scerevisiae_homolog_chrom_start	Saccharomyces cerevisiae chromosome/scaffold start (bp)	homologs
1469	scerevisiae_homolog_chrom_end	Saccharomyces cerevisiae chromosome/scaffold end (bp)	homologs
1470	scerevisiae_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1471	scerevisiae_homolog_subtype	Last common ancestor with Saccharomyces cerevisiae	homologs
1472	scerevisiae_homolog_orthology_type	Saccharomyces cerevisiae homology type	homologs
1473	scerevisiae_homolog_perc_id	%id. target Saccharomyces cerevisiae gene identical to query gene	homologs
1474	scerevisiae_homolog_perc_id_r1	%id. query gene identical to target Saccharomyces cerevisiae gene	homologs
1475	scerevisiae_homolog_goc_score	Saccharomyces cerevisiae Gene-order conservation score	homologs
1476	scerevisiae_homolog_wga_coverage	Saccharomyces cerevisiae Whole-genome alignment coverage	homologs
1477	scerevisiae_homolog_dn	dN with Saccharomyces cerevisiae	homologs
1478	scerevisiae_homolog_ds	dS with Saccharomyces cerevisiae	homologs
1479	scerevisiae_homolog_orthology_confidence	Saccharomyces cerevisiae orthology confidence [0 low, 1 high]	homologs
1480	oaries_homolog_ensembl_gene	Sheep gene stable ID	homologs
1481	oaries_homolog_associated_gene_name	Sheep gene name	homologs
1482	oaries_homolog_ensembl_peptide	Sheep protein or transcript stable ID	homologs
1483	oaries_homolog_chromosome	Sheep chromosome/scaffold name	homologs
1484	oaries_homolog_chrom_start	Sheep chromosome/scaffold start (bp)	homologs
1485	oaries_homolog_chrom_end	Sheep chromosome/scaffold end (bp)	homologs
1486	oaries_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1487	oaries_homolog_subtype	Last common ancestor with Sheep	homologs
1488	oaries_homolog_orthology_type	Sheep homology type	homologs
1489	oaries_homolog_perc_id	%id. target Sheep gene identical to query gene	homologs
1490	oaries_homolog_perc_id_r1	%id. query gene identical to target Sheep gene	homologs
1491	oaries_homolog_goc_score	Sheep Gene-order conservation score	homologs
1492	oaries_homolog_wga_coverage	Sheep Whole-genome alignment coverage	homologs
1493	oaries_homolog_dn	dN with Sheep	homologs
1494	oaries_homolog_ds	dS with Sheep	homologs
1495	oaries_homolog_orthology_confidence	Sheep orthology confidence [0 low, 1 high]	homologs
1496	saraneus_homolog_ensembl_gene	Shrew gene stable ID	homologs
1497	saraneus_homolog_associated_gene_name	Shrew gene name	homologs
1498	saraneus_homolog_ensembl_peptide	Shrew protein or transcript stable ID	homologs
1499	saraneus_homolog_chromosome	Shrew chromosome/scaffold name	homologs
1500	saraneus_homolog_chrom_start	Shrew chromosome/scaffold start (bp)	homologs
1501	saraneus_homolog_chrom_end	Shrew chromosome/scaffold end (bp)	homologs
1502	saraneus_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1503	saraneus_homolog_subtype	Last common ancestor with Shrew	homologs
1504	saraneus_homolog_orthology_type	Shrew homology type	homologs
1505	saraneus_homolog_perc_id	%id. target Shrew gene identical to query gene	homologs
1506	saraneus_homolog_perc_id_r1	%id. query gene identical to target Shrew gene	homologs
1507	saraneus_homolog_goc_score	Shrew Gene-order conservation score	homologs
1508	saraneus_homolog_wga_coverage	Shrew Whole-genome alignment coverage	homologs
1509	saraneus_homolog_dn	dN with Shrew	homologs
1510	saraneus_homolog_ds	dS with Shrew	homologs
1511	saraneus_homolog_orthology_confidence	Shrew orthology confidence [0 low, 1 high]	homologs
1512	mpahari_homolog_ensembl_gene	Shrew mouse gene stable ID	homologs
1513	mpahari_homolog_associated_gene_name	Shrew mouse gene name	homologs
1514	mpahari_homolog_ensembl_peptide	Shrew mouse protein or transcript stable ID	homologs
1515	mpahari_homolog_chromosome	Shrew mouse chromosome/scaffold name	homologs
1516	mpahari_homolog_chrom_start	Shrew mouse chromosome/scaffold start (bp)	homologs
1517	mpahari_homolog_chrom_end	Shrew mouse chromosome/scaffold end (bp)	homologs
1518	mpahari_homolog_canonical_transcript_protein	Query protein or transcript ID	homologs
1519	mpahari_homolog_subtype	Last common ancestor with Shrew mouse	homologs
1520	mpahari_homolog_orthology_type	Shrew mouse homology type	homologs
1521	mpahari_homolog_perc_id	%id. target Shrew mouse gene identical to query gene	homologs
1522	mpahari_homolog_perc_id_r1	%id. query gene identical to target Shrew mouse gene	homologs
1523	mpahari_homolog_goc_score	Shrew mouse Gene-order conservation score	homologs
1524	mpahari_homolog_wga_coverage	Shrew mouse Whole-genome alignment coverage	homologs
1525	mpahari_homolog_dn	dN with Shrew mouse	homologs
1526	mpahari_homolog_ds	dS with Shrew mouse	homologs
1527	mpahari_homolog_orthology_confidence	Shrew mouse orthology confidence [0 low, 1 high]	homologs
1528	choffmanni_homolog_ensembl_gene	Sloth gene stable ID	homologs
